year_of_birth,gender,level_of_education,mailing_address
1982,m,m,"м. Южне, Одеська обл"
1980,m,a,Рівне
1989,f,a,Каїр
1986,m,m,Тернопіль
1979,m,m,Суми
1993,f,b,Київ
1984,m,m,Днепродзержинск
1980,m,m,Київ
1993,f,b,Львів
1994,m,a,Київ
1992,m,m,Львів
1992,m,m,Львів
1996,m,jhs,Харків
1977,m,m,Днепропетровск
1995,f,a,м. Тернопіль
1975,f,m,Івано-Франківськ
1986,m,m,Нікополь
1984,m,m,Київ
1986,m,m,Одеса
1981,m,m,Днепродзержинск
1990,m,m,Вінниця
1981,m,p,Київ
1986,f,m,Київ
1989,f,m,Харків
1981,f,m,Буча
1986,f,m,
1992,m,b,Rzeszów
1989,m,m,
1986,f,m,Київ
1990,f,m,Luxembourg
1989,f,m,Київ
1972,m,p,Черкаси
1963,f,m,Бориспіль
1995,f,a,Київ
1993,m,b,Днепропетровск
1983,f,m,киев
1959,f,m,Тернопіль
1990,f,m,м.Чернівці
1988,f,m,Kyiv
1990,f,m,львів
1979,f,m,Харків
1984,f,m,Тернопіль
1987,f,m,Львів
1990,f,m,Київ
1996,f,a,
1967,f,m,Львів
1974,f,m,Львів
None,f,jhs,Бережани
1983,f,m,Львів
1978,f,m,Львів
1980,f,m,Lviv
1993,f,b,Коломия 
1983,f,m,"Івано-Франківська обл., м. Калуш"
None,,,
1983,f,a,Чернігів
1987,f,m,
1987,f,m,
1994,f,a,Lviv
1992,f,m,Вінниця
1977,f,m,Миколаїв
1983,f,p,Вінниця
1994,f,a,
1982,f,m,Київ
1998,f,hs,
1984,f,m,"місто Тячів, Закарпатська область"
1986,f,m,Київ
1986,m,hs,Киев
1986,f,m,
1984,f,m,м. Одеса
1992,m,a,Калуш
1992,f,m,Днепропетровск
1971,m,a,Ariccia
1992,m,b,Запоріжжя
1996,m,a,м. Київ
1996,m,a,СМП Немішаєве
1973,m,m,
1991,m,b,Киїі
1970,m,m,Kharkiv
1984,f,m,Киев
1984,f,m,Lutsk
1990,m,m,Київ
1984,m,m,KIEV - the city of - LOVE
1993,f,b,Прага
1987,f,m,Харків
1979,f,m,Суми
1992,f,b,Kiev
1988,f,b,"Каїр , Єгипет "
1980,f,m,Харьков
1980,f,m,Київ
1979,f,hs,Київ
1996,f,hs,Київ
1975,f,m,Киев
1996,f,hs,м. Львів
1982,f,m,Мукачево
1984,f,m,Київ
None,,,
1974,f,p,
None,,,
1978,f,m,м. Буча
1975,f,m,Київ
1988,f,m,Київ
1983,f,hs,Zhytomir
1993,f,b,
1984,f,m,Київ
1992,f,b,місто Ужгород
1981,f,m,
1977,o,m,Харків
1992,f,m,
1984,f,jhs,Киев
1981,f,m,Київ
1987,f,b,Lviv
1996,f,hs,Київ
1990,f,m,Днепропетровск
1988,m,a,Львів
1971,f,m,Киев
1982,f,m,Київ
1978,f,m,Івано-Франківськ
1984,f,m,Дніпропетровськ
1991,f,a,Київ
1985,f,m,Київ
None,f,a,Київ
1969,m,a,Харьков
1994,f,a,Киев
1995,m,hs,Киев
1985,m,m,Київ
1976,m,a,м. Київ
1973,m,m,Київ
1991,m,m,Київ
1996,m,hs,Чернігів
1989,m,m,
1989,m,m,Kyiv
1998,m,hs,Київ
1987,f,m,Дніпропетровськ
1986,f,m,Бровари
1983,m,m,м.Одеса
1996,m,a,Львів
1997,f,hs,Київ
1972,m,m,Київ
1993,m,a,Харків
1980,m,b,м. Київ
1980,m,m,Kiev
1970,f,m,Дніпропетровськ
1997,f,a,
1984,f,m,Львів
1978,f,jhs,Київ
1987,f,m,
1992,m,a,Одеса
1993,m,a,Познань
1995,m,a,
1992,f,b,Київ
1997,m,hs,м.Харків
1992,m,m,"м. Дубно, Рівненська область"
1995,m,a,Львів
None,m,b,
1992,f,m,Kyiv
1990,f,m,Кременчук
1994,m,a,
1993,m,b,Київ
1987,f,m,Киев
1975,f,a,
1979,f,m,Камишуваха
1984,f,m,Lviv
1986,m,hs,Тернопіль
1987,f,m,Київ
1993,f,b,
1989,f,m,"м.Шостка, Сумська обл."
1994,m,a,місто Київ
None,m,a,
1991,m,m,Кам'янець-Подільський
1987,,a,м. Київ
1994,m,b,"м.Городок, Львівська область"
1993,m,a,м. Київ
1981,f,m,Одеса
1985,f,m,Kiev
1989,f,m,Київ
1989,m,m,
1996,f,hs,Київ
1997,m,a,Київ
1988,m,m,Київ
1970,m,m,
1998,m,hs,Кіровоград
None,m,m,
1962,f,b,Kyiv
1987,m,m,kiev
1984,f,b,Івано-Франківськ
1988,m,m,Lviv
1987,f,m,LVIV
1989,m,m,Kiyv
1992,m,b,Шанхай
1991,m,m,Чернівці
1994,m,a,Vinnitsya
1980,f,m,Вигода
1983,f,hs,Луцьк
1981,f,p,Київ
1981,f,m,Запоріжжя
1991,m,m,Київ
1987,m,m,м. Київ
1996,m,a,Харків/Дніпропетровськ
1991,f,m,Харкiв
1986,f,m,Boyarka
None,,,
1988,f,m,Луцьк
1988,f,m,Киев 
1991,f,m,Київ
1990,f,b,місто Кіровоград
1991,f,m,Kyiv
1988,f,m,Київ
1982,m,m,Чернівці
1987,m,m,Київ
1990,m,m,Київ
1960,m,m,Киев
1989,f,m,Lviv
1989,m,m,Київ
None,f,m,Kiev
1988,m,m,Киев
1991,m,m,Енергодар
1987,f,m,Київ
1983,m,m,
1994,f,b,Одеса
1978,m,m,Kyiv
1986,m,m,
1991,m,b,Винница
1978,m,m,Київ
1988,f,m,м.Киів
1982,m,m,Київ
1990,m,m,Kyiv
1961,f,m,Київ
1995,m,a,Бровари
1987,m,m,м. Київ
1993,m,m,Чернівці
1972,m,m,м.Львів
1981,m,p,Odesa
1979,f,m,Київ
1990,f,m,Донецьк-Одеса 
1991,f,m,Київ
1989,m,m,Київ
1977,m,m,Київ
1992,m,m,Dnipropetrovsk
1973,m,m,город Кривой Рог
1992,m,b,Кривий Ріг - Київ
1991,m,m,Львів
1983,m,m,смт. Володарськ-Волинський
1986,m,hs,Никополь
1993,m,b,Тернопіль
1986,m,m,Київ
1981,m,m,Dniepropetrovsk
1971,m,m,Киев
1993,m,b,"Київ, Україна"
None,,m,
1986,m,m,Харків
None,,m,
1971,m,m,Харків
1981,m,m,Київ
1996,m,a,Київ
1974,m,m,Одесса
1984,m,m,Киев
1961,m,,Dnepropetrovsk
1992,m,m,"Украина, Киев
Польша, Варшава"
1983,m,m,ПІДВОЛОЧИСЬК
1980,m,m,
1993,m,b,м. Київ
1984,m,m,Харьков
1984,m,m,
1995,m,a,Харків
1976,m,m,м. Кіровоград
1968,m,m,
1974,m,m,Кременчуг
1989,m,m,Kyiv 
1962,m,p,Киів
1988,m,m,Львів
1998,f,hs,Kyyiv
1975,m,m,Кіровоград
1995,m,a,"Христинівка, Черкаська обл."
1990,m,m,м. Львів
1988,m,m,Тернопіль
1992,m,b,Київ
1991,m,m,"м. Миколаїв, Львівська обл."
1987,m,m,
1995,m,hs,Київ
1986,m,b,Kiev
1992,m,b,Київ
1987,m,m,ЛЬвів
1982,m,m,Кременчук
1995,m,a,
1993,m,b,Івано-Франківськ
1983,m,m,Kiev
1994,m,a,Івано-Франківськ
1975,m,m,Київ
1988,m,a,Николаев
1981,m,m,Киев
1987,m,m,Киев
1994,m,a,
1978,m,m,
1973,m,m,Lviv
1985,m,m,Тернопіль
1989,m,m,
1982,m,m,Kiev
1981,m,m,Ivano-Frankivsk
1983,m,m,Kiev
1994,m,a,
1973,m,m,Кам'янець-Подільський
1969,m,b,Краматорськ
1981,m,m,Запоріжжя
1986,m,b,Kyiv
1987,m,b,Kriviy Rig
1984,m,m,Київ
1988,m,m,Київ
1981,m,m,Киев
1979,m,m,Київ
1978,m,m,Zaporozhye
1978,m,b,Киев
1970,m,a,Киев
1989,m,m,Київ
1986,m,m,Львів
1997,m,a,Київ
1988,m,m,Київ
1989,m,b,Киев
1988,m,m,Харків
1990,m,a,
None,,,
1990,m,m,Kyiv
1985,m,m,
1971,m,m,Київ
1986,m,m,"с. Волоське, Дніпропетровська обл."
1994,m,b,
1968,m,m,Хмельницький
1993,m,b,Київ
1983,m,m,м. Львів
1992,m,m,Київ
1982,m,m,Київ
1980,m,m,
None,,,
1993,f,b,
1992,m,m,Львів
1988,f,m,Київ
1984,m,m,м.Київ
1986,f,m,Киев
1994,m,a,Kyiv
None,f,m,
1980,f,m,
1977,f,m,Киев
1981,f,m,Kyiv
1997,m,a,
1984,m,m,Чернівці
1980,f,m,Черкаси
1987,f,m,Київ
1990,m,m,"с. Требухів (Броварський р-н., Київської області)"
1990,m,m,Київ
1989,m,m,Kyiv
1985,m,m,
None,,,
1991,m,m,Київ
1985,m,m,Рівне
1990,m,m,Київ
1989,m,b,
1982,m,m,Київ
1996,m,a,Київ
1998,m,hs,Dnipropetrovsk
1988,m,m,Аккерман
1966,f,m,Киев
1990,f,m,Київ
1996,f,,
1984,f,m,Івано-Франківськ
1991,f,m,Львів
1990,f,m,
1995,f,b,Миколаїв
1994,f,b,місто Київ
1993,f,b,Київ
1998,f,jhs,
1994,m,a,с. Нове Залісся
1995,f,a,Ужгород
1989,f,m,
1982,m,m,Киев
None,f,m,
1984,m,m,Kyiv
1994,f,a,Дніпропетровськ
1971,f,m,Київ
1993,m,b,Київ
1991,m,m,Львів
1995,m,a,м.Київ
1982,m,m,Kyiv
1995,f,b,Kijiv 
1992,m,m,
1988,f,m,Lviv
1986,m,m,"Tallinn, Estonia"
1983,f,m,Біла Церква
1996,m,a,Львів
1988,f,m,Київ
1994,m,a,Донецьк
1994,f,a,Івано-Франківськ
1978,f,m,Київ
1996,m,hs,Київ
1986,m,a,Київ
1989,f,m,Kyiv
1992,f,m,Київ
1981,m,m,Київ
1976,f,b,Київ
1961,f,m,Київ
1987,f,m,м. Рівне
1980,f,m,kiev
None,,,
None,f,hs,
1995,f,a,м. Київ
1966,f,m,Kharkiv
1996,f,hs,Харків
1984,f,m,Kiev
1975,f,m,Київ
1984,m,m,Львів
1977,m,m,Одеса
1976,f,m,Житомир
1973,m,m,Маріуполь
1987,f,m,
1985,f,m,Київ 
None,f,m,
1980,f,m,Київ
1994,f,a,Київ
1983,f,m,Kiev
1984,f,m,Київ
1966,f,jhs,Харьков
1976,f,m,місто Чернігів
1992,f,b,Київ
1988,f,m,"Ternopil, Ukraine"
1990,f,b,Київ
1978,f,m,Нововолинськ
1966,f,m,Житомир
1993,f,b,місто Київ
1988,f,m,Київська обл. м.Бориспіль
1991,f,m,м. Київ
1985,f,m,Киев
1993,f,a,Київ
1976,f,m,Киів
1977,f,a,Київська обл
1976,f,m,Vienna
1974,f,m,м. Кам'янець-Подільський
1992,f,m,Київ
1999,f,hs,м.Луцьк
1993,f,a,м. Вінниця
1991,f,m,Харкiв 
1985,f,b,Киев
1972,f,p,Суми
1983,f,m,Kyiv
1991,f,m,Kyiv
1989,f,m,Одеса
1970,f,m,ОДЕССА
1989,f,m,Київ
1987,f,m,Київ 
1985,f,p,Kiev
1994,f,a,Київ
1966,f,m,м.Одеса
1988,f,m,Львів
1966,f,p,Львів
1992,f,b,Київ
1989,f,m,Poltava
1986,m,jhs,Київ
1989,f,m,Київ
1996,f,hs,"Дніпропетровськ
"
1972,f,a,Дніпропетровськ
1981,f,m,Киев
1971,f,m,Київ
1968,f,m,Київ
1990,m,m,
1988,f,m,
1980,m,m,г. Киев
1991,m,m,Одеса
1981,f,m,Одеса
1970,m,m,Мелітополь
1981,f,m,м.Львів
1993,m,b,"Харків, Клагенфурт"
1977,m,m,Odessa
None,,b,
1990,f,m,
1994,m,b,
1984,m,b,
1991,m,b,Київ
1990,f,b,Дніпропетровськ
1992,m,m,"м.Стрий, Львівська обл. "
None,f,m,
1990,m,a,Київ
1995,m,a,Київ
1994,f,a,Хмельницький
1973,f,jhs,м.Київ
1976,f,m,м.Ковель Волиської обл.
1993,f,m,Луцьк
1994,f,b,Львів
1996,f,a,м.Івано-Франківськ
1984,f,m,
1996,f,hs,Липова Долина
1990,f,m,"Киев, Донецк"
1988,f,m,Хмельницький
1992,f,b,Київ
1990,f,b,м. Комсомольськ
1988,f,m,Київ
1961,f,m,Кривой Рог
1984,f,m,Вінниця
1993,f,b,Одесса
1981,f,m,Київ
1980,f,m,Київ 
1989,f,m,Київ
1980,f,m,Мелитополь
1989,f,m,"Волинська область, Ратнівський район, с. Кортеліси"
1987,f,b,Kyiv
1993,f,b,Львів
1989,f,m,м. Київ
1994,f,hs,Хмельницький
1995,f,a,
1991,f,m,Боярка
1979,f,m,Камянець-Подільський
1996,f,hs,Киев
1992,f,b,
1982,f,m,Kyiv
1982,f,m,Київ
1987,f,p,Київ 
1987,f,m,м. Львів
1993,f,a,
1989,f,m,м.Івано-Франківськ
1994,f,a,Запоріжжя 
1986,f,m,Київ
1986,f,m,Wroclaw
1995,f,a,
1980,f,m,Львів
1994,f,a,Київ
1990,f,m,Харків
1995,f,hs,
1985,f,m,"Lund, Sweden"
1974,f,p,Lviv
1990,f,m,Львів
1996,f,hs,Львів
1980,f,m,Kyiv
1978,f,m,Харьков
1975,f,p,Луцьк
1994,f,a,м.Вінниця
1988,f,m,г.Одесса
1993,f,b,м. Стрий
1995,f,a,Київ
1982,f,m,Рівне
1974,f,m,Суми
1979,f,m,Одеса
1994,f,a,м. Київ
1996,f,a,Львів
1994,f,a,
1988,f,m,Київ
1979,f,m,Одеса
1975,f,m,Херсон
1983,f,m,Київ
1985,f,m,місто Київ
1997,f,,
1981,f,p,
1985,f,m,Харків
1982,f,m,Київ
1986,f,m,Poznań
1990,f,m,Львів
1983,f,m,Київ
1982,f,m,м.Суми
1972,f,m,Київ
1982,f,m,Київ
1988,f,p,"Постійне - Донецьк, тимчасове (зараз) - Київ"
1992,f,a,
1995,f,a,Київ
None,f,m,Київ
1997,f,hs,м.Київ 
1970,f,m,Київ
1996,f,a,
1963,f,m,Дніпродзержинськ
1984,f,m,Київ 
1992,f,b,Харьков
1958,f,b,Київ
1979,f,p,Rivne
1984,f,m,Poltava
1982,f,m,Полтава
1976,f,m,Коломия
1984,f,m,м. Ромни
1967,f,p,Києв
1978,f,m,Киев
1986,f,m,Рівне
1974,f,m,Киев
1982,f,m,Odessa
1968,f,m,Київ
1977,f,m,
1991,f,m,Київ
1994,f,a,
1983,f,m,Луганськ
1971,f,m,Київ
1983,f,p,Кривий Ріг
1992,f,b,Kyiv
1986,f,a,м. Львів
1982,f,m,Київ
1972,f,p,Одесса
1987,f,m,Київ
1987,f,m,Киів
1992,f,b,Київ
1982,f,m,Київ
1995,f,,м.Київ
1987,f,m,Київ
1987,f,m,Симферополь
1974,f,m,lviv
1980,f,m,м. Рівне
1987,f,m,Київ
1993,f,b,Kyiv
1976,f,m,Київ
1982,f,m,Киев
1985,f,m,м.Волноваха
1986,f,m,
1982,f,m,Киев
1974,f,m,м. Київ
1986,f,m,Рівне
None,f,m,м. Чернігів
1981,f,m,Житомир
1989,f,m,
1990,f,m,м.Івано-Франківськ
1992,f,m,м.Харків
1986,f,m,Київ
1992,f,b,м. Київ
1993,f,b,Київ
1990,m,b,Київ
1989,f,m,Київ
1979,f,b,місто Вінниця
1984,f,m,Івано-Франківськ
None,f,m,Київ
1982,f,m,Київ
1986,f,m,Київ
1983,f,m,Київ
1994,f,a,Львів
1992,f,b,Київ
1979,f,m,Київ
None,f,m,
1993,f,b,Київ
None,f,m,
1993,f,a,Київ
1993,m,jhs,Тернопіль
None,,m,
1984,f,m,Бровари 
1986,f,m,Kyiv
None,f,b,Київ
1981,m,m,Вінниця
1984,f,m,Киiв
None,f,m,Харкiв 
1994,f,a,Кривий Ріг
1986,f,m,Вінниця
1996,f,hs,Луцьк
1973,f,m,Київ
1986,f,m,Львів
1981,f,m,"San Jose, CA, USA"
1976,f,m,м. Київ
1991,f,b,Київ
1982,f,m,
1981,f,m,Київ
1992,f,b,"Львівька обл., м. Стрий"
1973,f,m,Киев
1982,f,m,Київ
1983,f,m,Київ
1975,f,m,Київ
1994,f,b,м.Київ
1987,f,m,"Львівська обл, м. Самбір"
1975,f,m,"Варна, Болгарія"
1972,f,p,кривий ріг
1991,f,m,Київ
1983,f,m,Київ
1991,f,m,Kyiv
1986,f,m,Київ
1983,f,a,Київ
1982,f,b,Київ
1983,f,m,Івано-Франківськ
1988,f,m,
None,f,m,
1981,f,b,Киев
1992,f,m,Київ
1996,f,a,Дніпропетровськ
1985,f,m,Львів
1991,f,b,Вінниця
1983,f,p,Львів
1972,f,m,м. Львів
1988,f,m,м. Львів
None,,m,
1991,f,m,Kyiv
1988,f,m,Kyiv
1975,f,m,
1986,f,m,
1986,f,m,м. Стрий Львівської області
1990,f,m,Kyiv
1981,f,m,Lviv
1984,f,m,Київ
1984,f,b,Київ
1983,f,m,Київ
1980,f,m,м.Київ
1983,f,m,"м. Дніпродзержинськ, Дніпропетровської обл."
1980,f,m,с.Чубинське Київська обл.
1989,f,m,М.Київ
1985,f,p,Київ
1976,f,m,Lviv
1989,f,m,Івано-Франківськ
1987,f,m,м. Київ
1991,f,b,Київ
1993,f,b,Львів
1996,f,hs,Київ
1995,f,a,
1989,f,m,Київ
1987,f,m,Київ
1996,f,hs,Київ
1983,f,p,
1989,f,a,Черкаси
1996,f,a,м.Львів
1981,f,m,"м.Бурштин, Івано-Франківська область"
1991,f,m,Дніпропетровськ
1993,f,m,
1988,f,m,
1982,f,m,Львів
1972,f,m,Lviv
1973,f,m,Я з Луганська. Зараз живу в Черкасах.
1988,f,m,Kyiv
1992,f,b,Місто Миколаїв
1979,f,m,Львів
1985,f,m,Київ
1983,f,m,Lviv
1966,f,m,Львів
1990,f,m,Львів
1995,f,a,Київ
1990,f,b,Тернопіль
1992,f,m,Львів
1992,f,m,м. Львів
1992,f,m,Дніпропетровськ 
1993,f,b,Київ
1995,f,a,місто Київ
1988,f,m,
1994,f,a,Київ
1990,f,m,Київ
1981,f,p,Дніпропетровськ
1996,f,a,Kyiv
1981,f,m,м. Шепетівка
1984,f,m,Київ
1991,f,m,Kyiv
None,f,m,Kyiv
1975,f,p,Київ
1985,f,m,Київ
1992,f,m,Київ
1994,f,a,м. Суми
1998,f,m,Київ
1987,f,a,Дніпропетровськ
1986,f,m,Львів
None,f,m,
1981,f,m,Lviv
1980,f,m,м.Луцьк
None,,,
1978,f,m,Kiyv
1994,f,a,Київ
1966,f,m,Житомир
1997,f,,Киеы
1990,m,b,Київ
1988,m,b,Киев
1990,m,m,Lviv
1977,m,m,
1963,m,m,Petakh Tiqwa (Israel)
1964,m,m,
1963,m,,
1970,f,m,м. Київ
1989,m,m,Полтава
1984,f,m,
1992,f,m,Київ 
1985,f,m,Луцьк
1977,f,m,
1984,f,p,
1963,f,other,Київ
1982,f,m,Київ
1986,m,m,Kyiv
1989,m,a,Івано-франківськ
1989,m,m,"Київ, Україна"
1985,m,m,Kyiv
1986,m,m,Київ
1993,m,b,Київ
1984,m,m,Івано-Франківськ
1988,m,m,
None,,,
1961,f,m,Полтава
1985,f,m,Львів
1987,f,m,Київ
1988,f,m,
1969,m,m,житомир
1980,f,m,Київ
1988,f,m,Львів
1990,m,m,
None,m,m,
1990,m,m,Киев 
1985,m,m,
1980,m,m,місто Горлівка Донецька область
1985,m,m,Kyiv
1974,m,m,Київ
1989,m,m,Киев
1980,m,m,Київ
1982,m,m,Івано-Франківськ
1969,f,m,Lviv
1988,m,m,
1986,m,m,Lviv
1984,m,p,Суми
1994,f,a,
1990,f,m,м.Івано-Франківськ
1991,f,m,Київ
1991,f,m,Lviv
1993,f,a,Луганськ
1986,m,m,Львів
1985,m,m,Рівне
1994,m,a,Київ
1986,m,m,
1980,m,a,Киев
1984,m,m,Мiсто Павлоград
1988,m,a,Івано-Франківськ
1996,m,hs,Київ
1992,f,m,Луцьк
1996,f,a,Стрий
1977,f,m,Kiev
1985,f,m,Чернівці
1991,f,m,Київ
1992,f,m,"м.Київ, вул. Вільгельма Піка 7/43"
1992,f,b,Київ
1970,f,m,Киев
1991,f,m,Київ
1985,m,m,м. Київ
1983,m,m,проживаю на данный момент в городе Киев
1987,m,p,Київ
1986,m,m,Kiev
1990,m,m,Дніпропетровськ
1971,m,hs,Чернівці
1981,m,other,Київ
1984,m,m,Lviv
1989,f,b,Київська область
1975,m,m,Kiev
1996,m,a,Київ
1988,m,b,Львів
1994,m,a,
1984,m,m,"Новояворівськ, Львівська обл."
1985,m,m,
1996,m,a,Київ
1990,m,m,
None,,,
1977,f,m,Kyiv
1987,f,m,Lviv
1980,m,m,Львів
1992,f,m,Vinnitsia
1992,m,b,"Kyiv, Ukraine"
1989,m,b,
1973,f,m,"смт.Новомиколаївка,Новомиколаївський район, Запорізька область."
1973,f,m,м. Запоріжжя
1988,f,m,м.Київ
1967,f,m,Харків
1992,m,b,Київ
1964,m,m,м. Суми
1983,f,m,Київ
1983,m,m,м.Чернівці
1978,f,hs,Ивано-Франковск
1989,f,m,м. Київ
1973,m,m,Киев
1987,m,m,
1978,m,m,Бровари
1977,f,m,
1975,m,a,Івано-Франківськ
1986,m,m,Буча
1988,m,a,
1984,m,m,
1988,m,m,
1973,m,m,Київ
None,f,m,
1990,f,m,
1970,f,m,Москва
1995,f,a,
1961,m,m,Сімферополь
1994,f,a,
1989,m,b,Харків
1990,m,m,Київ
None,m,m,
1994,m,a,Тернопіль
1995,m,a,"Odessa (Одеса, Україна)"
1992,m,b,Одеса
1989,o,none,Г.Киев 
1987,m,m,Буча
1976,m,m,Киев
1997,f,hs,Poltava
1989,m,m,Київ
1995,m,a,Одесса
1992,f,b,"АР Крим, Феодосiя"
1976,m,a,Одеса
1980,m,m,"Украина, Вишневе"
1985,m,m,Киеїв
1984,f,m,Київ
1977,f,m,м. Київ
1992,m,b,Kiev
1987,m,m,Київ
1992,f,b,Київ
1994,m,b,Буча
1991,m,m,Kyiv
1997,m,hs,Харків
1990,m,a,Львів
1986,m,m,Одеса
1990,f,m,Донецьк
1994,m,b,Переяслав-Хмельницький
1991,m,hs,Мостиська
1998,f,el,Золотоноша
1990,f,m,"Сосновці, Польша"
1990,f,m,м.Київ
1984,f,m,Київ
1991,f,m,м. Суми
1981,f,m,Львів
1990,f,m,
1986,f,m,
1996,f,a,Суми
1995,f,a,Львів
1992,m,b,Lviv
1986,m,m,
1993,m,b,Київ
1989,f,m,
1983,f,m,Kiev
1994,f,a,м.Запоріжжя
1978,f,b,г. Киев
1988,f,m,м.Київ
1992,f,b,Київ
1964,f,m,Kyiv
1985,f,a,Київ
1985,f,m,М Миколаїв
1984,f,m,Київ
1990,f,m,Рівне
None,f,m,Київ
2000,f,none,Одеса
1992,f,m,Львів
1988,m,m,Івано-Франківськ
1988,m,m,м. Новояворівськ
1982,f,m,Львів
1965,m,other,Сімферополь
1981,m,m,Київ 
1985,m,b,Киев
1991,m,m,Львів
1988,m,m,"Україна, м. Львів"
1986,m,m,Харків
1988,f,m,місто Чернігів
